inspection_id,string_id,segment_id,inspection_date,yield_strength,wall_thickness,outer_diameter,material_grade,inspection_method,defect_length,defect_depth,remaining_wall,fatigue_damage,corrosion_rate,inspection_confidence
INSP_000000,String_A,303,2023-07-29,77776.23976390615,0.09852432235159558,1.75,CT80,MFL,0.13903762597224587,0.0,84.65639384866863,0.46190444649112267,11.107515730192388,0.8393473243115337
INSP_000001,String_A,369,2023-07-29,77776.23976390615,0.08991278944956645,1.75,CT80,MFL,0.18249853220277187,0.0,83.09634815156437,0.26856915340364423,34.942374214017775,0.9130808933936527
INSP_000002,String_A,378,2023-07-29,77776.23976390615,0.09832388379276423,1.75,CT80,MFL,0.14367556194290404,0.0,73.37802129351368,0.05686363779058194,1.9969788575566985,0.8266777338793588
INSP_000003,String_A,250,2023-07-29,77776.23976390615,0.10332082790994034,1.75,CT80,UT,0.13329052293117796,0.0,75.59106046643608,0.6043264168538148,14.547991136178194,0.824810584272648
INSP_000004,String_A,240,2023-07-29,77776.23976390615,0.08884902642715134,1.75,CT80,MFL,0.1384186805574326,0.0,78.18290668130126,0.4572940130877674,13.125052715504884,0.942615385140118
INSP_000005,String_A,236,2023-08-04,77776.23976390615,0.09042398724664721,1.75,CT80,MFL,0.19884562448610954,0.0,74.4900599974482,0.7719263259561724,30.287987875166298,0.8505868883871279
INSP_000006,String_A,434,2023-08-04,77776.23976390615,0.09544692180387157,1.75,CT80,EMAT,0.2310509409839389,0.0,92.63944611331817,0.21083848935874436,10.875964408421225,0.8002357855111423
INSP_000007,String_A,431,2023-08-04,77776.23976390615,0.0914408972500341,1.75,CT80,UT,0.1917771920634064,0.0,99.43604631862235,0.33571087195775007,3.9623711748036206,0.992843956700735
INSP_000008,String_A,307,2023-08-04,77776.23976390615,0.09305937842551398,1.75,CT80,MFL,0.21216202948317042,0.0,71.22806384884005,0.8508135413328801,1.5202970458637766,0.847349267531656
INSP_000009,String_A,159,2023-08-04,77776.23976390615,0.09541641781940031,1.75,CT80,UT,0.25128246537531623,0.0,74.31331889476287,0.24071779797700543,13.82102913836315,0.9666241073714432
INSP_000010,String_A,393,2023-08-04,77776.23976390615,0.09585092638449301,1.75,CT80,MFL,0.2568029872573843,0.0,86.72952120273938,0.3658353426196379,24.905137011235688,0.8643635868453099
INSP_000011,String_A,182,2023-08-04,77776.23976390615,0.10377619763055539,1.75,CT80,MFL,0.24721053991203804,0.0,84.37432350554056,0.3803180815215088,12.988534146485165,0.8909032666037385
INSP_000012,String_A,261,2024-07-21,77776.23976390615,0.09407624013659088,1.75,CT80,UT,0.265441009846081,0.0,76.19626493867203,0.494299588554658,2.985354536352153,0.9764436642846948
INSP_000013,String_A,406,2024-07-21,77776.23976390615,0.09105596980209554,1.75,CT80,MFL,0.24974892080283068,0.0,95.9573397347177,0.9750171199825117,16.566562196318376,0.9813378207621483
INSP_000014,String_A,477,2024-07-21,77776.23976390615,0.09117018821242727,1.75,CT80,MFL,0.27483896826571186,0.0,89.618984748668,0.48213670510123896,8.70443412484178,0.8955066511984013
INSP_000015,String_A,441,2025-03-11,77776.23976390615,0.09615939163034463,1.75,CT80,MFL,0.3812515756512269,0.0,72.09310149048981,0.6503238266473431,2.2483267351416987,0.9603978279640164
INSP_000016,String_A,175,2025-03-11,77776.23976390615,0.10336586477888303,1.75,CT80,UT,0.25150636186983844,0.0,97.2221480114032,0.46548061966303045,34.19713806584018,0.9700861693790187
INSP_000017,String_A,34,2025-03-11,77776.23976390615,0.09765404142050638,1.75,CT80,EMAT,0.41567533777383253,0.0,81.35921990653215,1.073876982954011,21.4583071234267,0.8063052841191527
INSP_000018,String_A,387,2025-03-11,77776.23976390615,0.09889028715828009,1.75,CT80,UT,0.31201976538154774,0.0,94.11527061386455,0.8081043314359315,10.053961037103958,0.8958989697526775
INSP_000019,String_A,434,2025-03-11,77776.23976390615,0.09688985916530261,1.75,CT80,MFL,0.255413724214672,0.0,84.63842441987715,0.8154366698572435,0.9637016815429235,0.8572096256960482
INSP_000020,String_A,424,2025-03-11,77776.23976390615,0.09651929209427036,1.75,CT80,UT,0.3872128261000552,0.0,72.06824271384406,0.629982272529366,0.6982091675047113,0.9366494982605926
INSP_000021,String_A,54,2025-03-11,77776.23976390615,0.09743860676119015,1.75,CT80,UT,0.3045651318302061,0.0,96.63546772929271,0.7080536691981238,0.13207418576161248,0.8324341461359301
INSP_000022,String_A,450,2025-07-16,77776.23976390615,0.09681044802793765,1.75,CT80,UT,0.7540282724738753,6.023823556851551,79.919099854564,0.875893436147641,7.672886204238372,0.9722565554935565
INSP_000023,String_A,428,2025-07-16,77776.23976390615,0.0906455960089799,1.75,CT80,UT,0.6098006135073345,32.01488103202616,78.19275352831133,0.8624680181851061,4.746773900247494,0.9722652854641747
INSP_000024,String_A,399,2025-07-16,77776.23976390615,0.09294215791811238,1.75,CT80,UT,0.6248992473144961,4.31517879440719,81.63612138610142,0.9267092580923495,9.772406224659083,0.9120269901095386
INSP_000025,String_A,305,2025-07-16,77776.23976390615,0.09143751318027697,1.75,CT80,UT,0.4397471284297973,9.03419263201978,89.09180989239282,0.9074537854279536,19.18675640217772,0.934424222759449
INSP_000026,String_A,361,2025-07-16,77776.23976390615,0.10230426208914016,1.75,CT80,MFL,0.4420714322880623,49.95533807001154,70.81628354013792,0.9166250507984204,27.409751044970534,0.9485084146549545
INSP_000027,String_A,424,2025-07-16,77776.23976390615,0.09927495774505843,1.75,CT80,UT,0.4676387735360979,12.787781583511922,74.41968442105883,0.8481035086339368,0.5029996188515844,0.9144647692855377
INSP_000028,String_A,301,2024-12-28,77776.23976390615,0.10414529332602163,1.75,CT80,UT,0.4629189975234002,0.0,72.25862562271301,1.2068755647777059,0.6139507778071662,0.9249298819350189
INSP_000029,String_A,286,2024-12-28,77776.23976390615,0.09668730007580396,1.75,CT80,MFL,0.4686408816975076,0.0,77.33036944543409,0.8835896846676967,9.732772431156581,0.8707556690001633
INSP_000030,String_A,184,2024-12-28,77776.23976390615,0.09290018531335291,1.75,CT80,UT,0.5284469248517504,0.0,93.00198960605277,0.8741250934651471,1.0287251911709807,0.8066866949860655
INSP_000031,String_A,493,2024-12-28,77776.23976390615,0.10005493626816354,1.75,CT80,UT,0.49537164241846493,0.0,70.42202140929135,0.8297041208491088,13.858403728738837,0.8722302670263754
INSP_000032,String_A,245,2024-12-28,77776.23976390615,0.09142386844162322,1.75,CT80,MFL,0.2992558319319129,0.0,97.79203029582453,0.9969454671513422,13.546163079331745,0.880710867364509
INSP_000033,String_A,482,2024-12-28,77776.23976390615,0.09494629372661137,1.75,CT80,MFL,0.5175800919920819,0.0,78.0030039180575,1.029723626647266,12.550066077172781,0.9449206069213398
INSP_000034,String_A,452,2024-12-28,77776.23976390615,0.08900797457758221,1.75,CT80,UT,0.40338297641471615,0.0,85.43429940534882,1.148923730972493,4.473795305085601,0.8405479287739
INSP_000035,String_B,233,2023-01-18,90637.80436937876,0.09081614518587504,1.75,CT90,MFL,0.10302589127078612,0.0,79.46050740826311,0.5901113279686573,11.015606999272192,0.8871488401481702
INSP_000036,String_B,45,2023-01-18,90637.80436937876,0.08385925814569826,1.75,CT90,MFL,0.08710421196602192,0.0,83.01780816552808,0.14842487913671404,0.2781573410827768,0.9099322889158623
INSP_000037,String_B,151,2023-01-18,90637.80436937876,0.09377731374800025,1.75,CT90,MFL,0.10654800398158012,0.0,74.3892107224454,0.27432252999298085,16.03370263043381,0.9711101979354015
INSP_000038,String_B,153,2023-01-18,90637.80436937876,0.09274069316784254,1.75,CT90,MFL,0.08383254152724148,0.0,90.7273710479167,0.22784747768459435,11.3069927300179,0.9721399357282291
INSP_000039,String_B,417,2023-09-22,90637.80436937876,0.09490586089505414,1.75,CT90,MFL,0.16427550148650955,0.0,87.97011516965213,0.43625533661303395,1.9337832534832888,0.9532427719697653
INSP_000040,String_B,150,2023-09-22,90637.80436937876,0.08364720790294644,1.75,CT90,EMAT,0.27016087324909127,0.0,70.67162441958297,0.41293239194291353,9.063515143956021,0.9668683296071843
INSP_000041,String_B,234,2023-09-22,90637.80436937876,0.09375158136092218,1.75,CT90,MFL,0.25978566228337746,0.0,93.86396966847155,0.3705365336108887,3.1844905443147202,0.8562552145029931
INSP_000042,String_B,342,2023-09-22,90637.80436937876,0.08742888949151338,1.75,CT90,UT,0.2127180072325915,0.0,90.54405408841401,0.34189098869836565,29.528858709008254,0.9579196372572271
INSP_000043,String_B,375,2023-09-22,90637.80436937876,0.09178242872307532,1.75,CT90,MFL,0.1981518882204868,0.0,93.56645142319272,0.47438295361802374,17.218028863140695,0.939392527088025
INSP_000044,String_B,86,2023-09-22,90637.80436937876,0.09166187110567713,1.75,CT90,MFL,0.23075831082791287,0.0,98.30388079249047,0.6396128850742582,9.791630164066966,0.9435034683350249
INSP_000045,String_B,466,2023-09-22,90637.80436937876,0.0904931410702489,1.75,CT90,UT,0.19558162721010924,0.0,95.40036029114519,0.44062362377066167,12.580031617252544,0.9621348046314866
INSP_000046,String_B,467,2023-05-12,90637.80436937876,0.09546429295133825,1.75,CT90,MFL,0.20177360093015326,0.0,94.38043974705737,0.777804941702793,3.7422480947018535,0.902582652214483
INSP_000047,String_B,370,2023-05-12,90637.80436937876,0.082987466959177,1.75,CT90,UT,0.259011590935492,0.0,82.01676556194136,0.6429548492984641,4.514342854162739,0.9601152407317732
INSP_000048,String_B,403,2023-05-12,90637.80436937876,0.08758255608365252,1.75,CT90,UT,0.26882344917561823,0.0,93.15384985724387,0.6063912825680233,8.32355761991475,0.9656889782031816
INSP_000049,String_B,311,2023-05-12,90637.80436937876,0.0958360884962477,1.75,CT90,EMAT,0.23826650296595622,0.0,76.2682463505748,0.8748099101380957,1.012449556316716,0.9119953318000932
INSP_000050,String_B,479,2023-05-12,90637.80436937876,0.08897263517943203,1.75,CT90,MFL,0.1542764324903962,0.0,96.70467502365724,0.3917451115574777,6.99544298883406,0.8041470490531916
INSP_000051,String_B,217,2023-05-12,90637.80436937876,0.092563071157594,1.75,CT90,EMAT,0.2538566551260323,0.0,74.27293308782122,0.4364750662531971,27.24982279286863,0.8437992086056527
INSP_000052,String_B,313,2023-05-12,90637.80436937876,0.09585022437331306,1.75,CT90,UT,0.17029790100856498,0.0,88.45656280628313,0.826215163873848,7.902799330654213,0.9268975329831233
INSP_000053,String_B,197,2023-08-28,90637.80436937876,0.08991117695971113,1.75,CT90,MFL,0.4260610480650329,0.0,76.59474139831525,1.0054264307492673,2.3247548815959593,0.9587564583429798
INSP_000054,String_B,497,2024-12-04,90637.80436937876,0.0936527722310193,1.75,CT90,EMAT,0.8379723777882974,17.915785819254506,82.02105027265337,1.000475370087328,9.307268164659503,0.8727679673632578
INSP_000055,String_B,491,2024-12-04,90637.80436937876,0.08752607361972208,1.75,CT90,MFL,0.6791203396395935,11.56018269632103,79.2919204563632,0.964679200589883,10.747506277324643,0.979980419609841
INSP_000056,String_B,245,2024-12-04,90637.80436937876,0.09432674573983028,1.75,CT90,UT,0.8697729651051497,35.79279048069556,92.37313697806971,0.7783190309756631,12.970183665896702,0.9640174481151019
INSP_000057,String_B,450,2024-12-04,90637.80436937876,0.09687722965387445,1.75,CT90,UT,0.7916811892655646,34.05176834862368,89.4680777116537,0.6571911811116122,1.2999155013873045,0.9169219191058272
INSP_000058,String_B,84,2025-01-10,90637.80436937876,0.08731519208929361,1.75,CT90,EMAT,0.5963056585920575,15.162851225871744,89.93383189121184,0.8865449021695077,16.430852361656164,0.934717560146421
INSP_000059,String_B,20,2025-01-10,90637.80436937876,0.09597857179598948,1.75,CT90,MFL,0.7615081856776814,23.674222122566277,87.71774691490707,0.7723518711377143,15.87754249329439,0.9742045996111002
INSP_000060,String_B,57,2025-01-10,90637.80436937876,0.08575183195696252,1.75,CT90,MFL,0.5928869550880437,54.595228472435224,84.59414155629241,1.275321213592778,3.9775815394340914,0.8254118582758239
INSP_000061,String_B,101,2025-01-10,90637.80436937876,0.09503185413313603,1.75,CT90,EMAT,0.34587610975330485,51.60605851304956,81.22381071190507,0.7710746364955221,19.324178201538004,0.8491027078175278
INSP_000062,String_B,214,2025-01-10,90637.80436937876,0.09659354191470876,1.75,CT90,MFL,0.5092612038843133,51.34367989595893,78.50599830317924,1.2478506367538404,3.9972385339857848,0.8382524830885123
INSP_000063,String_B,162,2024-11-30,90637.80436937876,0.08908149450633353,1.75,CT90,UT,0.6118776342408677,39.97357444601775,75.39605038351768,1.3734926562276244,2.33024966798787,0.9855378829603978
INSP_000064,String_B,242,2024-11-30,90637.80436937876,0.09251124238459213,1.75,CT90,UT,0.9581580601028481,13.999537110869984,76.46628655172225,1.2579564536620453,19.422237472934313,0.96909418804905
INSP_000065,String_B,464,2024-11-30,90637.80436937876,0.09132034155682549,1.75,CT90,MFL,0.6968706181863507,10.146107008447117,75.8568451652956,1.3098740872256995,16.563789024707805,0.867411929596074
INSP_000066,String_B,239,2024-11-30,90637.80436937876,0.09125419840014325,1.75,CT90,UT,0.5568176325935028,55.32681643082215,98.04525480192957,1.3372242593711872,35.19480299579531,0.895021906914048
INSP_000067,String_B,450,2024-11-30,90637.80436937876,0.09233765849030694,1.75,CT90,MFL,0.7584101546024551,37.8961716691856,70.61157263654687,1.144121149474911,7.012030395538051,0.8177541439641299
INSP_000068,String_C,376,2022-10-12,88838.24373195297,0.13879156022329148,2.375,CT90,MFL,0.12454973682565176,0.0,78.34203869016541,0.07364513795675862,12.319806630262084,0.8655645983184472
INSP_000069,String_C,317,2022-10-12,88838.24373195297,0.15202624336851672,2.375,CT90,UT,0.11590335972545679,0.0,70.56026110614704,0.4322494023459312,13.942860547439953,0.855703107461973
INSP_000070,String_C,115,2022-10-12,88838.24373195297,0.14276819986021533,2.375,CT90,EMAT,0.1094729132526894,0.0,74.2161199418988,0.07934109233605577,9.70182417484953,0.9242134973826589
INSP_000071,String_C,151,2022-10-12,88838.24373195297,0.13876919265791432,2.375,CT90,MFL,0.1182940907708465,0.0,81.95751040327181,0.2729414490931214,18.763244764974836,0.8691496582762821
INSP_000072,String_C,280,2022-10-12,88838.24373195297,0.1297712754639813,2.375,CT90,UT,0.11491009927439975,0.0,97.24767101428563,0.24415270881095297,3.1148322999811917,0.8587935858438196
INSP_000073,String_C,336,2022-10-12,88838.24373195297,0.14220536289144164,2.375,CT90,MFL,0.12044793407937252,0.0,86.40033012417042,0.45325179495030643,6.082903079860138,0.9014200512256609
INSP_000074,String_C,122,2023-06-07,88838.24373195297,0.14235524485061415,2.375,CT90,MFL,0.1842917070202248,0.0,72.14887940971451,0.6222906952981604,1.8674680504776293,0.9629933009523214
INSP_000075,String_C,296,2023-06-07,88838.24373195297,0.13206024816424614,2.375,CT90,UT,0.15989430670466098,0.0,82.90592526099873,0.3245788161141141,52.67904787277165,0.9959903267113144
INSP_000076,String_C,477,2023-06-07,88838.24373195297,0.14241270736390224,2.375,CT90,MFL,0.25549504943362644,0.0,77.01678798834791,0.5496511743235618,14.652910908421328,0.8449079472731983
INSP_000077,String_C,416,2023-06-07,88838.24373195297,0.13095745569151382,2.375,CT90,MFL,0.19033156385330516,0.0,85.0102390393171,0.38562368600717556,1.8574660932651508,0.8888377189773712
INSP_000078,String_C,464,2023-06-07,88838.24373195297,0.13375269512614676,2.375,CT90,UT,0.1182611545494534,0.0,96.54485676742223,0.5423150708848611,2.88402874104152,0.8895720441574657
INSP_000079,String_C,50,2023-06-07,88838.24373195297,0.13928787576013568,2.375,CT90,UT,0.16707786357386148,0.0,80.5411461121774,0.44516912920250673,9.165147296880649,0.8325374772843968
INSP_000080,String_C,167,2023-06-07,88838.24373195297,0.13106333166706144,2.375,CT90,UT,0.15972876067712818,0.0,70.96862574307332,0.20511736848198706,9.05912996709595,0.8945844786727778
INSP_000081,String_C,330,2024-01-05,88838.24373195297,0.1501708276015476,2.375,CT90,MFL,0.6430666431256489,0.0,73.24541658177176,0.849319922349367,0.18915625126205207,0.990115687954524
INSP_000082,String_C,445,2024-01-05,88838.24373195297,0.14409492564808646,2.375,CT90,EMAT,0.3825665934024819,0.0,92.74672331610415,0.5440655595411416,5.076083644057973,0.9001047996503354
INSP_000083,String_C,453,2024-01-05,88838.24373195297,0.13584000643843638,2.375,CT90,MFL,0.46878620310694796,0.0,80.67459030747057,0.7122527433197343,4.062872772976291,0.9595935944999774
INSP_000084,String_C,361,2024-01-05,88838.24373195297,0.13936975711489424,2.375,CT90,MFL,0.4644580975545764,0.0,73.51162084488874,0.45628551227962333,37.63181013671347,0.80245638383634
INSP_000085,String_C,36,2024-01-05,88838.24373195297,0.1372230608317116,2.375,CT90,UT,0.27684629865345883,0.0,92.83942543265391,0.635353486983414,4.924059965109842,0.806921230086408
INSP_000086,String_C,455,2024-01-05,88838.24373195297,0.14097575989066477,2.375,CT90,MFL,0.6084512659385497,0.0,72.27317362359334,0.8698997430801616,8.501195149781267,0.9082399954913829
INSP_000087,String_C,108,2024-01-05,88838.24373195297,0.14370197610051216,2.375,CT90,UT,0.47172007704316626,0.0,79.45912087457496,0.5478356343843842,32.82133531789972,0.8328340608604293
INSP_000088,String_C,366,2024-01-05,88838.24373195297,0.13872846636065625,2.375,CT90,EMAT,0.36528172924532076,0.0,76.94891336153688,0.5696467844266171,6.231101339887928,0.8259808122911075
INSP_000089,String_C,364,2022-12-15,88838.24373195297,0.14967629671587634,2.375,CT90,MFL,0.5458856291324501,59.23091447447367,78.33223381659823,0.9029558388157497,22.358714824511154,0.9920070433308348
INSP_000090,String_C,121,2022-12-15,88838.24373195297,0.14506031360372762,2.375,CT90,MFL,0.5567634030646574,0.2911932485768487,87.21089512529024,0.6429722673799637,8.522051166490757,0.8658794096848303
INSP_000091,String_C,444,2022-12-15,88838.24373195297,0.13715437887374135,2.375,CT90,EMAT,0.7198486205099662,23.43000973511996,95.06865771601548,0.7247363735029171,2.457915930418872,0.8405008737662356
INSP_000092,String_C,258,2022-12-15,88838.24373195297,0.14444694317000376,2.375,CT90,UT,0.6655817047714204,4.642144485698814,79.96139971220353,1.3283891675874988,11.269649414836852,0.8399172561642578
INSP_000093,String_C,160,2022-12-15,88838.24373195297,0.13220415971573718,2.375,CT90,UT,0.3836288151955949,22.394925947320004,87.21546298603171,0.9356162357850178,19.867655793253093,0.8598510174155491
INSP_000094,String_C,237,2022-12-15,88838.24373195297,0.137200203312563,2.375,CT90,UT,0.39290698386773865,43.3644931044477,79.10391019842706,0.7719847206564521,11.355119420106535,0.8287969519981984
INSP_000095,String_C,325,2022-12-15,88838.24373195297,0.14612502865207316,2.375,CT90,UT,0.6854649416503058,57.03992098864284,84.91367905238684,0.7770199277524235,4.122284349042355,0.8932592875959764
INSP_000096,String_C,307,2022-12-15,88838.24373195297,0.1377831140077781,2.375,CT90,EMAT,0.49051809981135436,19.068970659802112,97.91503191448655,1.0140437111634846,1.1297366956748562,0.8244153296990833
INSP_000097,String_C,311,2023-03-29,88838.24373195297,0.1475905448178383,2.375,CT90,EMAT,0.5956438541915804,16.936579599818206,88.52874545519549,0.8053274278000732,18.97619556001321,0.8212855747163776
INSP_000098,String_C,407,2023-03-29,88838.24373195297,0.14981013566015097,2.375,CT90,UT,0.8350427111725338,41.231561359829605,95.4045361335304,1.099437574540072,8.858992378989782,0.8612473352769077
INSP_000099,String_C,326,2023-03-29,88838.24373195297,0.15213854142924382,2.375,CT90,UT,0.7987947438913318,22.766703264615515,79.12658550616136,0.8597488607832062,11.17199585968909,0.8987903508157541
INSP_000100,String_C,485,2023-03-29,88838.24373195297,0.14584643771195863,2.375,CT90,MFL,0.4821640772390964,52.80441791584002,80.52712415733343,0.8863930321342124,0.5876370262980158,0.9000198890240183
INSP_000101,String_C,5,2023-03-29,88838.24373195297,0.14013984944396143,2.375,CT90,MFL,0.7057889635631177,11.560159526418946,76.75039117409787,0.8233063355568956,3.620800407122098,0.893573838432526
INSP_000102,String_C,90,2022-11-28,88838.24373195297,0.13271764235006517,2.375,CT90,UT,0.28084006802715994,0.0,71.73283934518899,0.8508377777300692,21.114038827613673,0.8831206500702742
INSP_000103,String_C,254,2022-11-28,88838.24373195297,0.14406064312100195,2.375,CT90,UT,0.24173909769293733,0.0,74.25352597343952,1.240710505110305,4.252897479872548,0.8397241501642887
INSP_000104,String_C,164,2022-11-28,88838.24373195297,0.14536733745132757,2.375,CT90,MFL,0.3453802009099162,0.0,96.84883396371612,1.1034556441202559,8.43760580803648,0.987577413085879
INSP_000105,String_C,273,2022-11-28,88838.24373195297,0.14240058517240567,2.375,CT90,MFL,0.2877546741492202,0.0,98.62077413185366,1.0721560805646073,1.857429920509619,0.8370925267067004
INSP_000106,String_C,333,2022-11-28,88838.24373195297,0.13669875093332007,2.375,CT90,MFL,0.4563254288989217,0.0,99.67713632218769,1.1757969828736783,19.46214978187577,0.9222689889315141
INSP_000107,String_C,301,2022-11-28,88838.24373195297,0.13813956834790064,2.375,CT90,UT,0.23011624611457426,0.0,85.33872117971508,1.29244478862299,9.342712508123112,0.9625626595095053
INSP_000108,String_C,492,2024-09-30,88838.24373195297,0.14078263082466536,2.375,CT90,UT,1.0747764157569006,4.16197733687248,70.57167301893826,0.9789549249839051,0.5857423438365918,0.9542166684677921
INSP_000109,String_C,98,2024-09-30,88838.24373195297,0.1473761989946362,2.375,CT90,MFL,1.1420355860085942,32.10318817328475,93.83613180797988,1.0455866404454257,2.365893662265665,0.8267626548538927
INSP_000110,String_C,188,2024-09-30,88838.24373195297,0.13099888210964641,2.375,CT90,MFL,1.7471348173124026,48.710821242073905,88.08647351811767,1.1236545457025326,5.116972740650941,0.8671139025671978
INSP_000111,String_C,240,2024-09-30,88838.24373195297,0.14259397697976847,2.375,CT90,EMAT,1.6005419383836381,22.760410649966204,99.98486839793325,1.7044283402958118,17.599449397618812,0.9260406540299264
INSP_000112,String_C,183,2024-09-30,88838.24373195297,0.13211068146029034,2.375,CT90,UT,1.571707360081424,17.46872491137696,96.97104704744062,1.5530005775921718,27.03561992268643,0.9887962589487735
INSP_000113,String_C,76,2024-09-30,88838.24373195297,0.14035158178398882,2.375,CT90,MFL,1.2437371796849699,34.95747347088468,90.41286105653188,1.3363599840494684,14.085300887852007,0.9417120711937462
INSP_000114,String_C,80,2024-09-30,88838.24373195297,0.14190098259394288,2.375,CT90,UT,1.9468719882666794,25.024263834394613,84.77484701434624,1.2665022609128136,3.702961744849977,0.9577493768701166
